Utilisateur,Date,Contenu,Processed_Contenu,Sentiment
Emilie30,2022-04-02 17:09:38+00:00,"Bonjour,J'entame un parcours PMA solo et j'avoue ne pas encore avoir réfléchi aux réponses à apporter aux petits curieux. Alors je suis ce post avec curiosité ;)Bonne chance à toutes pour votre projet bébéÉmilie",bonjour j entame un parcours pma solo j avoue ne réfléchi aux réponses à apporter aux petits curieux suis post curiosité bonne chance à toutes projet bébéémilie,Neutral
scarlett,2022-04-03 09:06:45+00:00,"Comme on se retrouve,LouJe comprends tout à fait ces questionnements. Pour ma part, je considère qu'il faut faire la part des choses entre deux éléments : avoir un enfant seule, et avoir recours à la PMA pour cela.Si j'étais en couple et que je devais avoir recours à la PMA, je n'en parlerais qu'à certains : mes amis, ma famille non lointaine, éventuellement un ou deux collègues proches... Ces personnes sont donc celles à qui je parlerai de mon recours à la PMA en tant que célibataire. Vu que ce sont des proches, cette démarche ne devrait pas les déranger/donner suite à un débat houleux (si c'est le cas, c'est qu'il faut que je fasse le tri dans mes amis...)En ce qui concerne les autres (mes voisins, les amis d'amis et de la famille, les cousins que je vois une fois tous les dix ans...), si j'étais enceinte suite à une aventure d'un soir/d'une relation secrète/etc, je ne leur en parlerais pas. Je me vois en effet mal expliquer à ma banquière que j'avais une liaison avec un homme marié qui m'a laissé tomber à l'annonce de la grossesse !Je vais donc donner à ces personnes autant de détails que je leur en donnerais dans une situation de ce type, c'est à dire aucun.S'ils me posent une question du type ""je ne savais pas que tu étais en couple/j'imagine que le papa est ravi/etc"", je leur répondrai chaleureusement et avec un grand sourire, ""Je vais l'élever seule"". Il n'y aura rien de cassant dedans vu que j'assume ce choix autant que toi, et mon sourire/ma joie seront donc pleinement honnêtes. Je continuerai la conversation en parlant tout aussi gaiement de la grossesse/de la dernière écho en date/etc., ce qui aidera à signifier qu'il n'y a aucun malaise.Et si par hasard je tombe sur quelqu'un d'indiscret qui insiste en posant une question du type ""le papa t'a quitté/il refuse de faire partie de la vie de l'enfant ?"", je répondrai un truc du type ""je préfère ne pas rentrer dans les détails"". Pour le coup, j'avoue qu'une question de ce type me paraîtrait malvenue (contrairement à la première question innocente), donc s'ils trouvent ça un peu cassant à ce moment, et bien ce sera mérité... mais pour certaines personnes (par exemple au boulot), je ressortirai peut être le grand sourire pour adoucir le truc.Pour ce qui est des potins, comme vous dîtes, on ne peut pas les empêcher, mais ils m'importent peu - et je vis dans une grande ville où il y a de très nombreuses mères célibataires, donc cela devrait passer relativement inaperçu je pense (j'avoue que le problème se poserait autrement dans une petite ville du sud des États-Unis !)",on se retrouve louje comprends à questionnements part considère qu faut faire part choses entre deux éléments un enfant seule recours à pma j étais couple devais recours à pma n parlerais qu à certains amis famille non lointaine éventuellement un deux collègues proches personnes celles à parlerai de recours à pma tant célibataire proches cette démarche ne déranger donner suite à un débat houleux c cas c qu faut fasse tri amis concerne autres voisins amis d amis de famille cousins vois une dix ans j étais enceinte suite à une aventure d un soir d une relation secrète etc ne parlerais me vois effet mal expliquer à banquière j avais une liaison un homme marié m a laissé tomber à l annonce de grossesse vais donner à personnes autant de détails donnerais une situation de type c à dire aucun s me posent une question type ne savais étais couple j imagine papa ravi etc répondrai chaleureusement un grand sourire vais l élever seule n y aura rien de cassant j assume choix autant toi sourire joie seront pleinement honnêtes continuerai conversation parlant gaiement de grossesse de dernière écho date etc aidera à signifier qu n y a aucun malaise hasard tombe quelqu un d indiscret insiste posant une question type papa t a quitté refuse de faire partie de vie de l enfant répondrai un truc type préfère ne rentrer détails j avoue qu une question de type me paraîtrait malvenue contrairement à première question innocente s trouvent un cassant à moment bien sera mérité certaines personnes exemple boulot ressortirai grand sourire adoucir truc potins dîtes on ne empêcher m importent vis une grande ville y a de nombreuses mères célibataires passer relativement inaperçu pense j avoue problème se poserait autrement une petite ville sud états unis,Positive
Miris,2023-07-31 20:51:29+00:00,"Hello,Je suis maman solo d'un grand petit de 3 ans, je l'ai eu grâce à une PMA en Espagne (je tente la deuxième maintenant, mais plus compliqué...). Mes voisins ne posent pas de question, ils savent que je suis seule, ils peuvent bien penser ce qu'ils veulent... Et tout va bien. Chez la nounou j'ai toujours dit que je l'élevais seule, et je n'ai pas eu de questions.Pour son entrée à la crèche à ses deux ans, j'ai été transparente avec la directrice, ça a été compliqué, j'ai compris que sa vision de ""l’intérêt supérieur de l'enfant"" ne collait pas avec mon parcours. Pour elle j'étais une égoiste qui avait eu un enfant seule, et qui en plus travaillait, et ne voulait pas sacrifier son métier! Ohlala!!! Finalement après quelques semaines, tout c'est arrangé, elle a bien vu que je n'étais pas un parent pire que les autres, j'étais là à l'heure, mon fils est bien élevé (enfin pas pire), il est ouvert et sociable, un peu trop colérique, mais bon. A 2.5 ans, il a voulu amener un livre ""vivre seul avec papa ou maman"", il a expliqué à ses copains qu'il avait juste une maman et que son papa était un donneur qui vivait dans un autre pays et qu'il était très gentil. Il a provoqué la conversation de lui même, et tout c'est bien passé. Ses copains ont été surpris, mais grâce à l'encadrement des personnes de la crèche, ils ont compris. Et finalement, ils ont pu parler ensemble de toutes les configurations familiales, ce qui est super pour leur ouverture d'esprit.Maintenant, je me demande si je dois en parler pour son entrée à l'école, manifestement, il n'a pas besoin de moi pour aborder le sujet et expliquer.Bon courage dans tes choix!",hello suis maman solo d un grand petit de 3 ans l ai grâce à une pma espagne tente deuxième plus compliqué voisins ne posent de question savent suis seule peuvent bien penser qu veulent va bien chez nounou j ai toujours dit l élevais seule n ai de question entrée à crèche à deux ans j ai transparente directrice a compliqué j ai compris vision de l’intérêt supérieur de l enfant ne collait parcours j étais une égoiste avait un enfant seule plus travaillait ne voulait sacrifier métier ohlala finalement après quelques semaines c arrangé a bien n étais un parent pire autres j étais à l heure fils bien élevé enfin pire ouvert sociable un colérique a 2 5 ans a voulu amener un livre vivre seul papa maman a expliqué à copains qu avait une maman papa était un donneur vivait un pays qu était gentil a provoqué conversation de lui c bien passé copains ont surpris grâce à l encadrement personnes de crèche ont compris finalement ont pu parler ensemble de toutes configurations familiales super ouverture d esprit me demande dois parler entrée à l école manifestement n a besoin de moi aborder expliquer courage choix,Positive
Misspo,2023-07-21 13:08:18+00:00,"Alphabetagaa écrit :↑29 juin 2023 à 16:04Coucou à tousComment gérez-vous vos moments d'anniversaire et de fêtes en général ? Vous deprimez également ?Bonne journéeBonjour Alphabetaga, on ne va pas se mentir, quand on est dans un parcours PMA et qu'on voit les mêmes événements (anniversaires, Noël ou autres ) revenir chaque année sans qu'on ait un petit bout, c'est très difficile à vivre...Personnellement, j'ai un petit garçon d'un peu plus de 3 mois et il n'y a que sa naissance qui m'a ""consolée"".Chaque année qui passait, j'espérais sa venue et je voyais les autres (proches, connaissances, famille) avoir 1,2 voire 3 enfants et moi tjs rien...., c'était très difficile.Il faut s'accrocher, être persévérant et ne pas baisser les bras jusqu'au bonheur, enfin.Pour moi ça a pris 7-8 ans.Courage à toi et à toutes",alphabetagaa écrit ↑29 juin 2023 à 16 04coucou à touscomment gérez vos moments d anniversaire de fêtes général deprimez également bonne journéebonjour alphabetaga on ne va se mentir on un parcours pma qu on voit mêmes événements anniversaires noël autres revenir année qu on ait un petit bout c difficile à vivre personnellement j ai un petit garçon d un plus de 3 mois n y a naissance m a consolée année passait j espérais venue voyais autres proches connaissances famille 1 2 voire 3 enfants moi tjs rien c était difficile faut s accrocher persévérant ne baisser bras jusqu bonheur enfin moi a pris 7 8 ans courage à toi à toutes,Neutral
Basmati,2023-04-13 19:28:59+00:00,"Pouki08a écrit :↑13 avr. 2023 à 21:13Basmatia écrit :↑13 avr. 2023 à 20:45Pouki08a écrit :↑12 avr. 2023 à 23:23Aux 40ans de ma cousine, en pleine soirée, je venais tout juste de dire bonjour à un de mes cousins que je vois très rarement. Il me dit : "" hey alors ? T'as quel âge toi maintenant ? 34? Tic tac, t'as tj pas d'enfant, va falloir y penser ! ""Je me suis retrouvé sans voix, je crois que j'ai répondu quelque chose comme ""euh ouai ouai"" et il a réinsisté, jusqu'à ce que je parte.Il m'a clairement pourri la soirée qui était hyper festive.Quelques mois auparavant, je venais de rater ma 1ere fiv.Oh je suis désolée que tu aies eu à vivre ça, les gens, même nos proches, sont d'un manque de tact incroyable. Tu ne veux pas du tout parler de votre situation ?On en a parlé aux proches (quelques amis, mes parents, ma soeur, ma belle-mère), mais je n'ai pas envie de l'étaler sur la place publique.J'ai eu énormément de remarques déplacées comme celle-ci... La société manque vraiment d'éducation sur le sujet. Ma gynéco a attendue mes 28ans pour me dire que ça allait être compliqué sans me dire ce que voulait dire ""compliqué"". Même les pros évitent ce sujet qui concerne de plus en plus de couples.Pas que ce sujet soit tabou pour moi mais juste besoin de garder mon intimitéBientôt je vais devoir subir une nouvelle collègue qui va annoncer qu'elle est enceinte, elle avait dit en plein repas du midi qu'elle avait un doute..dsl de dire ça mais ça m'avait tellement saoulée! J'avais failli me confier à elle une fois car elle a aussi le SOPK (apparemment sans gravité) heureusement que je ne lui ai rien dit de ma situation.Un couple de potes très proches a qui on s'était confié car ils avaient soit disant des problèmes pour concevoir, n'ont finalement mis qu'un an sans aucune aide... Je suis contente pour eux mais je n'ai plus envie de parler de mon cas aux gens qui m'entourent. L'annonce de sa grossesse était gênante et j'en avais pleuré tout le weekend.Oh que je te comprends, j'avais une haine des nanas enceintes qui ne se doutent même pas de la chance qu'elles ont... Je suis désormais incapable de féliciter les gens pour une grossesse naturelle : à un moment, si on félicite, c'est que les gens se sont donnés du mal, donc pour une grossesse naturelle, ce n'est franchement pas le cas. Donc je me contente d'un Huuum ouai d'accord, je ne sais pas faire semblant de toute façon.J'avais aussi une amie qui avait du mal à tomber enceinte pour son 2e : résultats, elle a eu le temps de faire deux bébés tout à fait naturellement. La vie est injuste malheureusement.Tout ce que je peux te souhaiter c'est de t'accrocher et de te protéger au maximum. Ne te fatigue pas à essayer préserver les autres, c'est toi qui compte, eux ne se rendent pas compte et ne te le rendront jamais.Les gens me demandent souvent si ce n'est pas trop dur la grossesse, je leur dis que c'est un parcours de santé comparé à la PMA et que je trouverai ça totalement indécent de me plaindre. J'ai l'impression que ça leur ouvre un peu les yeux sur la réalité.",pouki08a écrit ↑13 avr 2023 à 21 13basmatia écrit ↑13 avr 2023 à 20 45pouki08a écrit ↑12 avr 2023 à 23 23aux 40ans de cousine pleine soirée venais de dire bonjour à un de cousins vois rarement me dit hey t as âge toi 34 tic tac t as tj d enfant va falloir y penser me suis retrouvé voix crois j ai répondu quelque chose euh ouai ouai a réinsisté jusqu à parte m a clairement pourri soirée était hyper festive quelques mois auparavant venais de rater 1ere fiv oh suis désolée aies à vivre gens nos proches d un manque de tact incroyable ne veux parler de situation on a parlé aux proches quelques amis parents soeur belle mère n ai envie de l étaler place publique j ai énormément de remarques déplacées celle société manque vraiment d éducation gynéco a attendue 28ans me dire allait compliqué me dire voulait dire compliqué pros évitent concerne de plus plus de couples soit tabou moi besoin de garder intimitébientôt vais devoir subir une nouvelle collègue va annoncer qu enceinte avait dit plein repas midi qu avait un doute dsl de dire m avait saoulée j avais failli me confier à une a sopk apparemment gravité heureusement ne lui ai rien dit de situation un couple de potes proches a on s était confié avaient soit disant problèmes concevoir n ont finalement mis qu un an aucune aide suis contente eux n ai plus envie de parler de cas aux gens m entourent l annonce de grossesse était gênante j avais pleuré weekend oh te comprends j avais une haine nanas enceintes ne se doutent de chance qu ont suis désormais incapable de féliciter gens une grossesse naturelle à un moment on félicite c gens se donnés mal une grossesse naturelle n franchement cas me contente d un huuum ouai d accord ne sais faire semblant de toute façon j avais une amie avait mal à tomber enceinte 2e résultats a temps de faire deux bébés à naturellement vie injuste malheureusement peux te souhaiter c de t accrocher de te protéger maximum ne te fatigue à essayer préserver autres c toi compte eux ne se rendent compte ne te rendront jamais gens me demandent souvent n dur grossesse dis c un parcours de santé comparé à pma trouverai totalement indécent de me plaindre j ai l impression ouvre un yeux réalité,Positive
MathildeJ,2023-07-20 16:25:49+00:00,"Basmatia écrit :↑13 avr. 2023 à 21:28Oh que je te comprends, j'avais une haine des nanas enceintes qui ne se doutent même pas de la chance qu'elles ont... Je suis désormais incapable de féliciter les gens pour une grossesse naturelle : à un moment, si on félicite, c'est que les gens se sont donnés du mal, donc pour une grossesse naturelle, ce n'est franchement pas le cas. Donc je me contente d'un Huuum ouai d'accord, je ne sais pas faire semblant de toute façon.J'avais aussi une amie qui avait du mal à tomber enceinte pour son 2e : résultats, elle a eu le temps de faire deux bébés tout à fait naturellement. La vie est injuste malheureusement.Tout ce que je peux te souhaiter c'est de t'accrocher et de te protéger au maximum. Ne te fatigue pas à essayer préserver les autres, c'est toi qui compte, eux ne se rendent pas compte et ne te le rendront jamais.Les gens me demandent souvent si ce n'est pas trop dur la grossesse, je leur dis que c'est un parcours de santé comparé à la PMA et que je trouverai ça totalement indécent de me plaindre. J'ai l'impression que ça leur ouvre un peu les yeux sur la réalité.J'espère en arriver là un jour, mais je trouve intéressant que tu parles de la PMA une fois enceinte. On souffre des annonces de grossesse des autres en ayant l'impression que ça a été facile pour eux et que c'est injuste, mais finalement, parmi elles, combien sont grâce à une PMA aussi ? Et puis ça sensibilise les gens à la question...De mon côté j'appréhende le retour au travail en août et le retour des collègues au fur et à mesure. Deux collègues, une qui a un an de plus que moi et une qui a un an de moins, sont enceintes, elles l'ont annoncé à un mois d'intervalle. Et je sais que déjà avant ça certains collègues (ou du moins certaines) se demandaient si j'étais enceinte, et que maintenant d'autres se disent ""ce serait amusant que Mathilde soit enceinte aussi"" ! Pour les premières, est-ce qu'elles ont détecté les premiers signes de ma grossesse, ou plutôt les signes de l'endométriose (tendance à me frotter le ventre à cause des douleurs) ou des traitements FIV ?! Pour les deuxièmes, on est bien d'accord, j'aurais aimé aussi, mais ce n'est plus le cas...Bref, de potentielles remarques à prévoir, et j'ai peut-être intérêt à prévoir des réponses - merci pour tous vos partages ! - en plus de me blinder pour être capable de les donner ou de m'esquiver sans pleurer =S",basmatia écrit ↑13 avr 2023 à 21 28oh te comprends j avais une haine nanas enceintes ne se doutent de chance qu ont suis désormais incapable de féliciter gens une grossesse naturelle à un moment on félicite c gens se donnés mal une grossesse naturelle n franchement cas me contente d un huuum ouai d accord ne sais faire semblant de toute façon j avais une amie avait mal à tomber enceinte 2e résultats a temps de faire deux bébés à naturellement vie injuste malheureusement peux te souhaiter c de t accrocher de te protéger maximum ne te fatigue à essayer préserver autres c toi compte eux ne se rendent compte ne te rendront jamais gens me demandent souvent n dur grossesse dis c un parcours de santé comparé à pma trouverai totalement indécent de me plaindre j ai l impression ouvre un yeux réalité j espère arriver un jour trouve intéressant parles de pma une enceinte on souffre annonces de grossesse autres ayant l impression a facile eux c injuste finalement parmi combien grâce à une pma puis sensibilise gens à question de côté j appréhende retour travail août retour collègues fur à mesure deux collègues une a un an de plus moi une a un an de enceintes l ont annoncé à un mois d intervalle sais déjà certains collègues certaines se demandaient j étais enceinte d autres se disent serait amusant mathilde soit enceinte premières qu ont détecté premiers signes de grossesse plutôt signes de l endométriose tendance à me frotter ventre à cause douleurs traitements fiv deuxièmes on bien d accord j aurais aimé n plus cas bref de potentielles remarques à prévoir j ai intérêt à prévoir réponses merci vos partages plus de me blinder capable de donner de m esquiver pleurer s,Positive
floflo2810,2022-08-19 09:42:11+00:00,"Bonjour les filles !J'aimerai échanger avec des filles qui vivent le même dilemme que moi.Après un assez long parcours PMA nous avons eu la chance d'avoir notre petite fille, un vrai soleil, il y a 1an et demi.Elle est née grâce à un don de sperme. Nous avons pris rdv au Cocos en Novembre, au cas où, pour bébé 2. Sachant qu'il y a environ 6mois d'attente pour le don, cela nous permettrait de reprendre les Fivs en Mai, j'aurai alors 38 ans, j'ai une réserve déjà basse et je ne pense pas que nous pouvons nous permettre d'attendre plus longtemps si nous souhaitons un 2e enfant.Seulement voilà, c'est la 1ère fois de ma vie que je me sens si indécise, notre équilibre est parfait à 3, nous trouvons qu'un enfant demande déjà énormément d'énergie et de disponibilité (de plus mon conjoint est atteint d'une maladie chronique qui le fatigue beaucoup) Financièrement, nous aimons beaucoup vivre dans Paris, avec un enfant de plus cela serait impossible.... tout un tas de raison qui me fait dire que nous ne serions pas plus heureux à 4... et en même temps cet appel du ventre...je change d'avis tous les jours, j'ai l'impression qu'aucune décision sera la bonne.Avez vous déjà vécu cela ? avez vous eu un déclic ? Comment cela s'est t-il résolu ?Si seulement on pouvait laisser le hasard faire les choses ^^^. mais une grossesse naturelle est impossible dans notre cas.",bonjour fille j aimerai échanger fille vivent dilemme moi après un assez long parcours pma avons chance d petite fille un vrai soleil y a 1an demi née grâce à un don de sperme avons pris rdv cocos novembre cas bébé 2 sachant qu y a environ 6mois d attente don permettrait de reprendre fivs mai j aurai 38 ans j ai une réserve déjà basse ne pense pouvons permettre d attendre plus longtemps souhaitons un 2e enfant voilà c 1ère de vie me sens indécise équilibre parfait à 3 trouvons qu un enfant demande déjà énormément d énergie de disponibilité de plus conjoint atteint d une maladie chronique fatigue beaucoup financièrement aimons beaucoup vivre paris un enfant de plus serait impossible un tas de raison me dire ne serions plus heureux à 4 temps cet appel ventre change d avis jour j ai l impression qu aucune décision sera bonne avez déjà vécu avez un déclic s t résolu on pouvait laisser hasard faire choses une grossesse naturelle impossible cas,Negative
missalex,2023-04-20 09:40:08+00:00,"Bonjour les fillesSujet très important et très personnel je dirais. Je pense que c’est individuel et cela dépend de chacun.Pour répondre à floflo je dirais que le declic c’est le temps et le cheminement propre à chacune dans sa tête.Personnellement je n’aurais jamais imaginé avoir des problèmes de fertilité. En gros le sujet difficile et crucial pour moi c’était de trouver le bon, l’homme avec qui je voudrais avoir un enfant.A 27 ans je l’ai enfin trouvé et la c’était tellement simple et tellement évident.Les premiers essais ont douché tous les espoirs de conception facile et naturelle.Cf mon parcours en signature.Au final je me suis dit que pour bébé 2 ce serait différent et que ce serait un bébé couette.La vie en a décidé autrement. Assez bizarrement je vivais très bien la période après la naissance de mon fils sur le plan de ne pas être enceinte et de voir les autres enceintes autour de moi. Au printemps 2022, mon fils a eu 3 ans et je ne peux pas l’expliquer mais le retour du printemps et la fin du post partum, je n’avais qu’une idée en tête c’était d’avoir un deuxième enfant.Là chaque annonce de grossesse est devenue difficile à vivre. J’ai vu ma spécialiste endométriose qui m’a annoncé qu’elle me laissait une fenêtre de 6 m pour tomber enceinte et que sinon c’était PMA. En septembre 2022 IAC1 negatif et octobre IAC 2 idem. Je suis actuellement en FiV alors que j’avais dit que jamais je n’irais car c’est trop difficile. Ce qui m’a fait passer le cap c’est cette envie de bébé au fond des tripes.En revanche on a discuté avec mon mari et on s’est laissé une date limite pour plusieurs raisons : écart d’âge dans la fraternité, notre âge à nous : on ne juge pas les autres mais on trouve qu’il y a un bon âge pour tout et nous ne sommes plus tout jeunes, nos amis ont déjà de grands enfants et surtout ceux de mon mari. Et puis et surtout il y a les difficultés physiques et psychologiques intrinsèques à la PMA: je suis admirative des femmes qui enchainent les cycles sans sourciller mais pour moi ce n’est pas possible. L’impression que toute ma vie est en pause et dédiée à cela. Les montagnes russes émotionnelles, les piqûres, les rdv et tout le suivi autour (je fais aussi sophrologie, psy, acupuncture, homéopathie, alimentation).Bref tout ça pour dire que on a tous des hauts et des bas et on change parfois d’avis mais moi j’ai cette conviction maintenant que je suis dans le bon âge et le bon moment de ma vie pour avoir un enfant. Si cela vient je serai très heureuse et si ça ne vient pas je n’aurai aucun regret de ne pas avoir mis tout en œuvre pour y arriver. Immédiatement après la naissance de mon fils je pense que je disais à mon entourage que je ne voulais pas d’autre enfant pour me protéger d’éventuels échecs. Mais j’ai revu mon approche depuis. Je me fais suivre pendant le parcours par la psy du service pma et je sais que j’en aurai encore besoin après peu importe le résultat.Voilà j’espère que tu arriveras à faire ton cheminement pour prendre ta décision.Bon courage à vous les filles",bonjour fillessujet important personnel dirais pense c’est individuel dépend de chacun répondre à floflo dirais declic c’est temps cheminement propre à chacune tête personnellement n’aurais jamais imaginé problèmes de fertilité gros difficile crucial moi c’était de trouver l’homme voudrais un enfant a 27 ans l’ai enfin trouvé c’était simple évident premiers essais ont douché espoirs de conception facile naturelle cf parcours signature final me suis dit bébé 2 serait différent serait un bébé couette vie a décidé autrement assez bizarrement vivais bien période après naissance de fils plan de ne enceinte de voir autres enceintes autour de moi printemps 2022 fils a 3 ans ne peux l’expliquer retour printemps fin post partum n’avais qu’une idée tête c’était d’avoir un deuxième enfant annonce de grossesse devenue difficile à vivre j’ai spécialiste endométriose m’a annoncé qu’elle me laissait une fenêtre de 6 m tomber enceinte sinon c’était pma septembre 2022 iac1 negatif octobre iac 2 idem suis actuellement fiv j’avais dit jamais n’irais c’est difficile m’a passer cap c’est cette envie de bébé fond tripes revanche on a discuté mari on s’est laissé une date limite plusieurs raisons écart d’âge fraternité âge à on ne juge autres on trouve qu’il y a un âge ne sommes plus jeunes nos amis ont déjà de grands enfants surtout de mari puis surtout y a difficultés physiques psychologiques intrinsèques à pma suis admirative femmes enchainent cycles sourciller moi n’est possible l’impression toute vie pause dédiée à montagnes russes émotionnelles piqûres rdv suivi autour fais sophrologie psy acupuncture homéopathie alimentation bref dire on a hauts bas on change parfois d’avis moi j’ai cette conviction suis âge moment de vie un enfant vient serai heureuse ne vient n’aurai aucun regret de ne mis œuvre y arriver immédiatement après naissance de fils pense disais à entourage ne voulais d’autre enfant me protéger d’éventuels échecs j’ai revu approche me fais suivre pendant parcours psy service pma sais j’en aurai besoin après importe résultat voilà j’espère arriveras à faire cheminement prendre décision courage à fille,Positive
floflo2810,2023-04-20 09:49:25+00:00,"Merci beaucoup pour ton témoignage Missalex....Effectivement la réflexion a cheminée depuis et nous avons enfin eu le fameux déclic ^^ encore des épreuves (décidément la vie ne nous épargne pas) qui nous ont poussé à foncer pour ne pas avoir de regrets.Nous avons donc décidé de tout tenter pour le 2e.Je reprend le chemin de la PMA et des Fivs mais je trouve cela bien différent de la 1ère fois. J'ai beaucoup plus de recul car je connais toutes les étapes et les protocoles par coeur et beaucoup plus de sérénité car ma fille a déjà fait de moi une maman il n'y a plus cette quête identitaire viscérale même si le désir est tout aussi fort, c'est différent, il n'y a pas les mêmes enjeux et je vis assez bien le parcours car le plus dur est derrière nous. et Ma fille me donne beaucoup de forces.Bon courage à toi aussi ! je croise les doigts pour ton transfert ! 7 embryons c'est top",merci beaucoup témoignage missalex effectivement réflexion a cheminée avons enfin fameux déclic épreuves décidément vie ne épargne ont poussé à foncer ne de regrets avons décidé de tenter 2e reprend chemin de pma fivs trouve bien différent de 1ère j ai beaucoup plus de recul connais toutes étapes protocoles coeur beaucoup plus de sérénité fille a déjà de moi une maman n y a plus cette quête identitaire viscérale désir fort c différent n y a mêmes enjeux vis assez bien parcours plus dur derrière fille me donne beaucoup de forces courage à toi croise doigts transfert 7 embryons c top,Positive
Beautythinks,2023-06-16 22:30:07+00:00,"Lol je viens de lire ton message et je te comprends c'est toujours très gênant ces situations. Ça m'es déjà arrivé. Au tout début je n'avais parle à personne de mon souci et un jour j'en ai parlé a une de mes tantes c'était au mariage de ma cousine je crois ou a un Noël je sais plus mais j'avais une cousine enceinte comme on dit jusqu'au dent et c'était dur. Je crois que quelqu'un disait que je ne voulais sûrement pas d'enfants ou un truc du genre et une de mes cousines a dit qu'on était pas non plus obligé d'avoir des enfants en couple bref ça m'a fait de la peine parce que je n'aime pas qu'on catégorise comme ça et je me suis dis si je dis rien personne ne comprendra jamais ma situation ou n'osera pas la demander pour pas me blesser. J'ai donc dis à ma tante que c'était pas que j'en voulais pas parce que oui j'en voulais vraiment mais que malheureusement j'avais un problème et que ça ne marchais pas naturellement. A l'époque je n'avais pas encore passé l'étape PMA. Ma tante m'a donc parlé de peut être voir avec ma gynécologue pour faire des examens complémentaires parce que j'avais eu une tante qui avait dû en faire pour avoir sa fille. Et au final c'est un peu parti comme ça. Je peux pas dire que j'ai pris ma décision pour la PMA par rapport à ce qu'elle m'a dit mais je me suis dis que c'était peut être mieux de clarifier les choses pour éviter des malentendus. Au final on m'a pas trop jugé. J'ai pensé un temps que c'est ce qu'ils se disaient dans leur coin mais après a force de les voir je me suis rendue compte que non il était juste désolé pour moi que ça ne marche pas comme ça comme on dit.Pour ton histoire tu as bien répondu je pense. Après tu aurais aussi pu dire  je te remercie, j'en suis désolée mais très honnêtement on a quelques soucis en ce moment qui ne nous donne pas très envie de festoyer ni d'en parler plus. Mais on remet ça a plus tard quand ça ira mieux promis. on vous tiendra au courant quand le coeur nous en dira. Comme ça au moins ils savent que vous avez des difficultés sur quelque chose et que ça vous met mal à l'aise que vous êtes humains et pas que vous êtes des machines hyper booké qui n'ont pas le temps de prendre du temps pour leurs amis lol. Même si si c'est des amis sincères ils ne le prendrons pas comme ça non plus lol. C'est un peu comme une personne qui a des soucis financiers et qui veut pas en parler parce qu'elle est gênée. Au final quand je l'apprends plus tard et qu'elle me l'a pas dit je me sens encore plus gêné de pas avoir pu être là pour elle tu comprends ? Voilà si ça peut te donner un avis sur un prochain évènement parce que ça va revenir ce genre de truc c'est sur lol",lol viens de lire message te comprends c toujours gênant situations m es déjà arrivé n avais parle à personne de souci un jour j ai parlé a une de tantes c était mariage de cousine crois a un noël sais plus j avais une cousine enceinte on dit jusqu dent c était dur crois quelqu un disait ne voulais sûrement d enfants un truc genre une de cousines a dit qu on était non plus obligé d enfants couple bref m a de peine n aime qu on catégorise me suis dis dis rien personne ne comprendra jamais situation n osera demander me blesser j ai dis à tante c était j voulais oui j voulais vraiment malheureusement j avais un problème ne marchais naturellement a l époque n avais passé l étape pma tante m a parlé de voir gynécologue faire examens complémentaires j avais une tante avait dû faire fille final c un parti peux dire j ai pris décision pma rapport à qu m a dit me suis dis c était mieux de clarifier choses éviter malentendus final on m a jugé j ai pensé un temps c qu se disaient coin après a de voir me suis rendue compte non était désolé moi ne marche on dit histoire as bien répondu pense après aurais pu dire te remercie j suis désolée honnêtement on a quelques soucis moment ne donne envie de festoyer d parler plus on remet a plus tard ira mieux promis on tiendra courant coeur dira savent avez difficultés quelque chose met mal à l aise êtes humains êtes machines hyper booké n ont temps de prendre temps leurs amis lol c amis sincères ne prendrons non plus lol c un une personne a soucis financiers veut parler qu gênée final l apprends plus tard qu me l a dit me sens plus gêné de pu comprends voilà te donner un avis un prochain évènement va revenir genre de truc c lol,Positive
Anneso64,2018-12-15 00:12:20+00:00,"SalutC'est tout les hommes qui réagissent comme ça ils n'arrivent pas à se projeter dans un parcours PMA encore moins quand le problème vient d'eux le mien voulait carrément que je le quitte pour trouver un mec qui puisse me faire un enfant. Il faut énormément dialoguer, les rassurer.",salutc hommes réagissent n arrivent à se projeter un parcours pma problème vient d eux mien voulait carrément quitte trouver un mec puisse me faire un enfant faut énormément dialoguer rassurer,Neutral
