Utilisateur,Date,Contenu
Pélagie,2019-05-08T12:47:53+00:00,"Bonjour je ne suis pas encore dans la même situation, mais elle pourrait arriver très vite, sachant que nous on s'est fixé une limite avant la fin des prises en charge. Ça fait déjà 4 ans d'essais, dont 3 ans de PMA, notre quotidien et notre couple ont suffisamment souffert de tout ça, Il faut qu'on passe à autre chose.Là j'ai eu un transfert de 2j3 de ma FIV3bis, Il reste un embryon, mais pas sûre qu'il tienne jusqu'à pouvoir être congelé... On a décidé de ne plus faire de FIV et de suivi médical après.On a aussi une fille, conçue naturellement sans problème, ça a été d'autant plus difficile d'accepter l'infertilité, surtout avec un diagnostic d'insuffisance ovarienne.Notre parcours a été semé de fausses couches précoces, grossesse extra utérine, fausse couche naturelle, et fiv sans embryon en plus des échecs.En plus notre fille a eu une maladie grave au milieu de tout ça...Je mentirais si je disais que j'ai traversé ça sans problèmes, je suis encore aujourd'hui sous antidépresseurs, et je n'en peux plus d'avoir besoin d'une béquille pour affronter le quotidien. D'où notre décision de tourner la page. Cette dernière FIV c'est plus une revanche sur l'absence d'embryons la dernière fois,qui a été un vrai choc, c'est un moyen de terminer sans avoir de regrets.Il faut se reconstruire après l'arrêt, accepter qu'on a fait tout ce qu'on a pu, ne pas culpabiliser, prendre soin de soi, et profiter de ce que l'on a"
Bonie,2019-06-30T10:39:55+00:00,"Bonjour à toutes ,ELLE, comme je me retrouve dans ton témoignage ! Nous avons en commun un fils né en 2012 . Issu d une deuxième fiv après 4 echec d insémination pour ma part . Infertilité inexpliquée .Essai d un petit deuxième cette année  échec pour l instant  . Je viens de fêter mes 41 ans , ça sera mon dernier transfert en octobre je pense . Nous n y croyons plus du tout maintenant . Ni les médecins d ailleurs . J' ai repris la PMA car j' avais peur d avoir des regrets,  je ne me suis pas rendu compte de l importance de se second enfant pour moi . Aujourd'hui je suis en phase de deuil , je pleure très souvent , je craque aussi devant mon fils car mon mari est souvent absent pour son boulot ( parfois un mois complet ) j' ai du mal a tout géré , hier soir j' ai même craquer sous la pression lors de mon gala de danseMon fils se rend compte que ça ne va pas aussi , je sais que c est mal , que je me dois de le protéger en tant que mère . Mais je suis a bout de force et je n' arrive plus ...Je ne vous serai pas d'une grande aide avec mon témoignage mais j' ai eu besoin de m épencher un peu ( difficile d en parler à mon mari qui est absent et mal aussi .)Je pense que c est un passage douloureux mais obligé . C est un vrai deuil de la famille qu on aurait voulu .Il y a aussi les gens qui ne savent pas et qui nous demande à quand le deuxième ( vu l âge de mon fils et le miens c est régulier ) c est lourd pour lui comme pour moi ...et c est culpabilisant!J' aimerais vous dire que ça va aller mais la vérité c est que je n' en sais rien , je l espère tout comme vous .Réussir à passer a autre chose et profiter de la vie avec mon fils MAGIQUE ( expression utilisée par mon fils à la place du mot ""unique"")"
flipette,2019-06-30T14:48:01+00:00,"Bonjour à toutes,Pour moi aussi.... fin de la PMA...Dur dur comme décision... mais je crois qu'à un moment donné, il faut être réaliste...Pour ma part, 41 ans, un petit garçon né en 2017 suite à une deuxième fiv après 3 iac.J'ai voulu l'été dernier essayer d'agrandir la famille... c'était rapide, mais vu mon age, nous n'avions pas trop le choix...J'ai donc rattaqué la PMA et fiv en Septembre. Un véritable échec... un seul embryon et négatif.Mon insuffisance ovarienne a été plus forte que notre motivation.J'ai ensuite tenté 2 fiv sur cycle spontané et échec également.Là, je n'en peux plus.J'ai envie de vivre normalement et psychologiquement, je crois que je suis arrivé au bout du bout.J'ai mal au ventre quand je pense qu'il n'y aura jamais de 2ème enfant; j'ai envie de pleurer quand je le regarde et que je sais qu'il va grandir tout seul.Mais je n'y crois plus et surtout, je ne supporte plus les espoirs suivis d'échec, les rendez vous, les mensonges au boulot car je ne veux pas en parler, les traitements car à force j'ai peur avec tous ces traitements.Il faut que je me préserve.Il a besoin d'une maman qui va bien.C'est dur, mais j'essaie de me dire que j'ai déjà une chance inouïe de l'avoir.Il sera tout seul. Je suis si triste.Bon courage à toutes"
Cocci77,2019-07-01T17:21:59+00:00,"Bonjour à toutes,Je vais peut-être vous paraitre méchante mais déjà naturellement ou avec une pma vous avez réussi à avoir un enfant donc vous êtes chanceuses.Moi malgré 2 protocoles, je n'ai pas réussi à en avoir 1. Je sais vous allez dire que je peux encore tenter car je n'ai pas utilisé toutes mes chances. Mais moi, je ne veux plus subir tout le côté négatif de la PMA. Je n'ai malheureusement pas les épaules assez solides pour continuer.Je me sens mieux depuis que j'ai arrêté. Mais ce n'est pas pour autant que je ne suis pas triste de pouvoir donner un enfant comme je l'aurais voulu à mon époux."
Bonie,2019-07-01T17:38:37+00:00,"Bonjour cocci , non tu n es pas méchante . Ton sentiment est justifié . Je pense que nous avons toutes conscience de notre chance d avoir déjà un enfant !Malheureusement les échecs répétés de PMA , la culpabilité que l on ressent d obliger notre enfant à grandir seul et a se retrouver sans personne lorsque nous ne serons plus là ...les paroles blessantes des gens ...le deuil de notre famille rêvée . Tout cela reste déchirant aussi pour nous .Je vous souhaite que vos rêves aboutissent un jour .si ce n' est pas le cas,  trouvez la force de changer de projet de vie ."
Cocci77,2019-07-01T18:40:28+00:00,"Boniea écrit :↑01 juil. 2019 à 19:38Bonjour cocci , non tu n es pas méchante . Ton sentiment est justifié . Je pense que nous avons toutes conscience de notre chance d avoir déjà un enfant !Malheureusement les échecs répétés de PMA , la culpabilité que l on ressent d obliger notre enfant à grandir seul et a se retrouver sans personne lorsque nous ne serons plus là ...les paroles blessantes des gens ...le deuil de notre famille rêvée . Tout cela reste déchirant aussi pour nous .Je vous souhaite que vos rêves aboutissent un jour .si ce n' est pas le cas,  trouvez la force de changer de projet de vie .Moi je suis enfant unique et heureuse de l'être. Puis ce n'est pas un drame que d'être enfant unique. Moi j'en aurai voulu à mes parents d'avoir frère ou soeur. Donc cela sera peut-être la même chose pour le votre."
aude59,2020-10-18T17:27:10+00:00,"Bonjour ,Un an après la fin de la PMA pour moi. Je n'ai toujours pas fait le ""deuil"" de ce 2ème enfant.Tout à l'heure , je commençais à trier les vêtements de ma fille , seulement les 10 ans et rien que cela remue tout. Tous les cartons bébé sont encore là, le siège auto...etc J'ai peur de ne pas y arriver.Je crains de vivre cet échec très longtemps.J'espère que vous allez bien.Audrey"
bougmamine,2020-11-29T14:18:04+00:00,"Bonjour à toutes,Je me joins à vous car ce sujet me parle beaucoup. Fin de PMA, pas parce que c'est la fin de mes FIV, mais c'est un choix personnel. J'ai écouté mon corps qui ne pouvait plus accepter ces traitements, pourtant cela ne fera que 2 ans le mois prochain que je me suis décidée de faire appel à la PMA.Au départ, on accepte le verdict de Monsieur, qui a des problèmes de morphologie de spermatozoïdes et moi SOPK et ovulation compliquée pour commencer les IAC en septembre 2018. On est confiant car le gyneco nous met en confiance. 1er echec. Déception mais qu'à cela ne tienne, on continue, la prochaine sera la bonne. Non, la prochaine est ratée car après l'insémination, j'ai fait une crise de sigmoïdite donc hospitalisée et tout. La confiance décline mais pas le rythme des piqûres, ni des rendez-vous, ni des promesses des gynécologues. Novembre 3e échec. On ne baisse pas les bras. Décembre, bizarre, plus de rendez-vous qu'à l'accoutumée. Les follicules ont du mal à grossir, mais au final, il y en a 3 de matures. Je peux faire l'IAC. En janvier, après les 2 semaines d'attente, je fais une prise de sang sans conviction et là miracle un petit positif. 48h plus tar, il avait plus que doubler. Je pouvais me rejouir, j'étais enceinte.. Les jours passaient sans symptomes, sans douleurs jusqu'à des pertes de sang marrons légères. A la date de l'écho de controle, pas de sac dans l'utérus mais dans ma trompe droite. Grossesse extra-utérine. C'était la douche froide, la tristesse, le monde s'écroulait sous nous. J'ai du avoir une injection de methotrexate et attendre 5 mois pour voir la négativité. Pendant ce temps mon corps se reposait tout comme mon esprit. Nous étions parés pour la FIV, protocole plus lourd que les IAC. Juillet 2019, 1ere FIV avec ponction de 10 follicules dont 3 matures et 2 J5. Mais ce fut un échec. 2e fiv dans la foulée, mais mon corps ne supporte pas les injections, j'ai des douleurs, je prends du poids. Résultat FIV2 annulée car Hyperstimulation. FIV2 bis entamée après 2 mois de répit, mais après la ponction, tout a été détraqué. J'avais des règles qui ne coulaient plus bien qu'elles étaient là. Il me restait un J5 mais le confinement est apparu.Ce n'est que le 2 novembre que j'ai fait mon TEC qui fut positif mais fausse couche.Je vais écouter mon corps et ne lui ferait plus subir tous ces traitements. Peut-être qu'un miracle peut arriver.Même si c'est la fin de la PMA pour moi, je peux quand même reconnaitre que ça m'a permit d'être enceinte 2 fois et de savoir que la machine fonctionne. :pVoilà mon témoignage sur ce sujet"
Coutal,2021-02-21T17:33:24+00:00,"Bonjour Mesdames,Je suis également dans une situation douloureuse actuellement,Vous le lirez dans ma signature, on ne peut pas dire que notre ""petit"" parcours de presque 2 ans ait été très simple.Nous vivons les montagnes russes émotionnelles ...Mon mari et moi communiquons beaucoup et malgré cela, les échecs, les reports de transfert d'embryon et tous les évènements extérieurs sont très durs à encaisser.C'est un vraiment processus de deuil à chaque fois.Il faut accepter d'être mal, parce que c'est le cas, et ensuite avoir le courage de rebondir et d'y retourner.Cette semaine, à l'annonce de l'arrêt de ma stimulation pour cause de la survenance d'un kyste mammaire, mon monde s'est littéralement écroulé ! J'ai complètement sombré : impossible de me raisonner, pleurs à gogo, difficultés de concentration au travail : c'était trop ! STOP !Je décide de reprendre un suivi psychologique et cette semaine, mon docteur m'a proposé de me mettre en arrêt de travail.Objectif : penser moins et canaliser ses émotions !Notre décision n'est pas prise d'arrêter pour le moment la PMA mais je commence à comprendre où se trouvent mes limites ; elles ne sont pas loin ; le parcours ne durera pas 10 ans comme pour certaine.C'est trop de souffrance psychologique, d'attente, d'espoir, de mise entre parenthèse, de chute lors des échecs !Je n'ai pas assisté au mariage de mon propre frère des suites d'une ponction ovarienne ; à refaire aujourd'hui : je demanderai à passer sur les ponctions du mois suivant parce que le mariage de mon frère, je ne le revivrai pas une autre fois.Ce que je trouve le plus difficile dans notre parcours, c'est de devoir continuer à y croire tout en devant se préparer à accepter une vie sans enfant. Cela crée chez moi une grande ambivalence et des amplitudes émotionnelles dévastatrices.J'ai lu sur ce fil des témoignages et notamment un au sujet de témoins qui ont déjà un enfant et du mal à vivre l'arrêt de la PMA dans la recherche d'un 2nd enfant : perso, je n'ai pas eu la chance d'avoir d'enfant et oui, c'est probablement fantastique d'en avoir déjà un !En revanche je pense sincèrement que le deuil d'un 2ème enfant n'est pas plus simple à faire que le deuil d'un 1er. Tu le veux du plus profond de tes entrailles dans tous les cas et ne pas réussir à concrétiser ce projet doit être bien difficile à vivre, il ne faut pas minimiser cette souffrance.Je vois qu'il y a peu d'échange sur cette discussion, surtout des message déposés à la volée pour vider un peu de poids porté depuis très longtemps par chacune.Je suis disposée à échanger avec celles qui le voudront !Quelque soit la décision de chacune : sachez que vous êtes très très courageuses !"
aude59,2021-02-21T18:08:57+00:00,"Coutala écrit :↑21 févr. 2021 à 18:33Bonjour Mesdames,Je suis également dans une situation douloureuse actuellement,Vous le lirez dans ma signature, on ne peut pas dire que notre ""petit"" parcours de presque 2 ans ait été très simple.Nous vivons les montagnes russes émotionnelles ...Mon mari et moi communiquons beaucoup et malgré cela, les échecs, les reports de transfert d'embryon et tous les évènements extérieurs sont très durs à encaisser.C'est un vraiment processus de deuil à chaque fois.Il faut accepter d'être mal, parce que c'est le cas, et ensuite avoir le courage de rebondir et d'y retourner.Cette semaine, à l'annonce de l'arrêt de ma stimulation pour cause de la survenance d'un kyste mammaire, mon monde s'est littéralement écroulé ! J'ai complètement sombré : impossible de me raisonner, pleurs à gogo, difficultés de concentration au travail : c'était trop ! STOP !Je décide de reprendre un suivi psychologique et cette semaine, mon docteur m'a proposé de me mettre en arrêt de travail.Objectif : penser moins et canaliser ses émotions !Notre décision n'est pas prise d'arrêter pour le moment la PMA mais je commence à comprendre où se trouvent mes limites ; elles ne sont pas loin ; le parcours ne durera pas 10 ans comme pour certaine.C'est trop de souffrance psychologique, d'attente, d'espoir, de mise entre parenthèse, de chute lors des échecs !Je n'ai pas assisté au mariage de mon propre frère des suites d'une ponction ovarienne ; à refaire aujourd'hui : je demanderai à passer sur les ponctions du mois suivant parce que le mariage de mon frère, je ne le revivrai pas une autre fois.Ce que je trouve le plus difficile dans notre parcours, c'est de devoir continuer à y croire tout en devant se préparer à accepter une vie sans enfant. Cela crée chez moi une grande ambivalence et des amplitudes émotionnelles dévastatrices.J'ai lu sur ce fil des témoignages et notamment un au sujet de témoins qui ont déjà un enfant et du mal à vivre l'arrêt de la PMA dans la recherche d'un 2nd enfant : perso, je n'ai pas eu la chance d'avoir d'enfant et oui, c'est probablement fantastique d'en avoir déjà un !En revanche je pense sincèrement que le deuil d'un 2ème enfant n'est pas plus simple à faire que le deuil d'un 1er. Tu le veux du plus profond de tes entrailles dans tous les cas et ne pas réussir à concrétiser ce projet doit être bien difficile à vivre, il ne faut pas minimiser cette souffrance.Je vois qu'il y a peu d'échange sur cette discussion, surtout des message déposés à la volée pour vider un peu de poids porté depuis très longtemps par chacune.Je suis disposée à échanger avec celles qui le voudront !Quelque soit la décision de chacune : sachez que vous êtes très très courageuses !Bonjour,Votre message m'a beaucoup touchée.Je ne peux que vous souhaitez le meilleur. C'est vrai j'ai le bonheur d'avoir une fille venue naturellement : 10 ans cette année. L'échec est toujours si difficile pour ce deuxième enfant. Je n'ai pas su reprendre de contraceptif pas par espoir de tomber enceinte car je me dis qu'à 44 ans je dois être ""sérieuse"" mais parce que ce serait MOI qui mettrait un terme en tout... Enfin c'est compliqué... Certains me diront que c'est parce que j'espère encore. Si demain la ménopause était là , ça ne serait pas de ma faute. Tout est cela est encore confus et douloureux. Et le fait que c'était une infertilité non expliquée n'a pas aidé.Bon courage à vousAudrey"
Polanna,2021-07-27T22:17:28+00:00,"Bonjour tout le monde,Je suis dans le parcours PMA depuis 2019 mais je viens de m'inscrire sur le forum.Aujourd'hui, j'ai besoin de parler à des personnes qui sont dans la même situation afin de ne plus me sentir seule. A un carrefour de ma vie, je suis perdue et les prises de décisions deviennent difficiles.En couple depuis 2015, mon chéri a toujours été dans le soutien mais malgré tout la solitude et la déprime est de plus en plus présente.Il me reste 3 FIV. Avant de recommencer, ma gynéco m'a proposer le matricelab. Mais, je suis tellement fatiguée et en colère que je ne suis pas intéressé par cet énième examen qui coûte cher. Finalement, j'ai hâte de terminer la PMA. Je n'ai plus de force ni de motivation. Mais en même temps, je veux aller jusqu'au bout pour ne pas regretter.D'autre part, ma vie professionnelle est devenue difficile. Je suis perdue. Je ne sais plus quoi faire. La PMA a tellement pris de place dans ma vie que que je ne sais même plus vivre sans.Je commence à me dire que je vivrai sans enfants. J'ai peur de cette nouvelle vie.Alors, je sollicite vos conseils pour m'aider à y voir plus clair.Merci d'avance."
Coutal,2021-07-27T22:49:49+00:00,"Bonsoir Polanna,Je comprends dans ton message que la PMA a pris le contrôle de ta vie et je pense qu'il est important de lui redonner la place secondaire qui lui appartient pour te laisser vivre en parallèle de ce difficile parcours.As-tu déjà rencontré un thérapeute ? Psychologue, hypnothérapeute, sophrologue,... ?La psychologie et la sophrologie m'ont beaucoup aidé depuis le début de notre parcours.Viens parler ici, j'espère que nous pourrons nous soutenirA bientôt,"
Polanna,2021-07-28T08:48:43+00:00,"Bonjour coutal,Merci d'avoir pris le temps de me répondre.Effectivement, je me rends compte que la PMA a pris toute sa place. Je me suis investie dans toutes les démarches pensant que si je fais tout à la perfection, il y aura un résultat positif. Mais ce ne fût qu'échec après échec. Même les peu de temps où j'étais enceinte, c'était des périodes difficiles avec beaucoup de symptômes de femmes enceintes. Aujourd'hui, je redoute d'y être encore.Dès le début, je suis suivie par une psychologue qui m'aide beaucoup mais je sens que ce n'est pas suffisant. Je devrais peut-être me renseigner sur la sophrologie."
Coutal,2021-07-28T09:14:53+00:00,"Comme je te comprends...La sophrologie m'a apporté de l'apaisement,Je vais aussi essayer sur les conseils d'une amie praticienne l'hypnothérapie : cela permet de travailler avec son inconscient.Un ami philosophe de mes parents avait dit ""le principal miracle n'est pas de parvenir à ce que l'on souhaite, mais d'accepter la situation"",Je trouve que cette phrase est lourde de sens car effectivement, accepter notre situation débloqué beaucoup de cadenas encré en nous. Et accepter de ne pas connaître l'issu de nos parcours aussi.Personne n'est préparé à vivre ce que nous vivons et parfois on a l'impression que personne ne peut nous aider,De mon côté, j'ai arrêté de courir après le temps.Mon désir d'enfant est présent depuis mes 23 ans. J'en ai 36 cette année. J'ai passé les 3 dernières années en parcours PMA a courir après les temps : il fallait que ça marche et tout de suite !Et finalement, je me suis épuisée, j'ai perdu pied, et a l'aide d'une psychologue avec qui j'ai beaucoup avancé, j'ai compris que mon problème principal est la temps qui passe et le blindage que j'avais construit pour ne pas être déçue des échecs.Et finalement si cet enfant arrivait plus tard ... Et bien ok ! Arrive plus tard, tu seras le bienvenue !Et si ce bébé n'arrivait pas : et bien il sera temps au moment opportun de traiter ce sujet mais en ce moment il s'agit pour moi de continuer parce que je n'ai pas encore décidé d'arrêter !Nous avons aussi décidé de travailler autour des plan B : mère porteuse, adoption, ...On se tourne vers l'adoption en parallèle de notre parcours. C'est un autre mode de parentalité, et on s'y prépare sans certitude de l'issu comme pour la PMA.La psychologue m'a bien sûr entraîné à imaginer une vie sans enfant, et cette vie même si il y manquera une dimension, peut être très épanouissante avec d'autres projets et d'autres objectifs. C'est un travail intéressant."
flipette,2021-07-28T10:47:03+00:00,"Bonjour Polanna,Dur dur ce parcours PMA, c'est vrai.... après tu peux peut être faire une petite pause pour recharger tes batteries... et repartir ensuite plus forte!Essaie de te changer les idées, de profiter de bons moments avec ton compagnon, et l'envie va revenir!"
Marlou17,2021-07-28T15:38:34+00:00,"flipettea écrit :↑28 juil. 2021 à 12:47Bonjour Polanna,Dur dur ce parcours PMA, c'est vrai.... après tu peux peut être faire une petite pause pour recharger tes batteries... et repartir ensuite plus forte!Essaie de te changer les idées, de profiter de bons moments avec ton compagnon, et l'envie va revenir!Bonjour pk est il écrit fin PMA ds ta signature ? Si ce n'est pas indiscret ?"
papayeverte,2021-09-23T13:48:10+00:00,"lili629a écrit :↑22 févr. 2021 à 21:38Bonjour à toutes.Je passais par ici et mon témoignage ne vous apportera peut être pas grand chose mais je tiens à le faire si ça peut vous aider ne serait ce qu’un tout petit peu!J’ai eu un cancer à 17 ans. Ce cancer m’a fait perdre ma fertilité. J’en voulais à la terre entière de ne pas entendre ma souffrance. Comme si c’était le prix à payer. Combien de fois ai-je entendu « tu es en vie c’est le principal! D’autres n’ont pas la chance de s’en sortir ne te plains pas! ». Mais qui a 20 ans peut encaisser le choc d’une stérilité!J’ai mis longtemps à comprendre qu’exiger de mon corps ce qu’il ne pouvait pas me donner n’agrandissait que le vide en moi. Un trou tellement profond donc je pensais à chaque fois qu’il ne pouvait l’être plus et qui pourtant l’était.Et je refusais d’avoir de l’aide parce que j’étais forte et que quoiqu’il arrive je réussirai à avoir mon bébé. La vie ne me prendrait pas ça. Je serai maman quelqu’en soit le prix.Personne ne connaissait ma souffrance. La douleur d’apprendre une grossesse d’une amie d’un couple dans la famille. Seul mon mari séchait mes larmes parfois inexpliquées en pleine nuit.Puis un jour j’ai décidé de faire une séance de yoga parce que j’ai littéralement explosé après un échec. Nous avons eu recours au don d’ovocytes en France. J’ai toléré en souriant que la donneuse se trompe dans son traitement et que ce soit reporté d’un mois. Puis nous avons obtenu 2 embryons à j2 qui n’ont pas tenu. L’annonce de ce négatif a été dévastateur. Le trou au fond de ma poitrine n’avait plus de fond. Ma douleur était si profonde que j’avais besoin d’avoir mal physiquement. Alors j’ai frappé encore et encore dans les murs dans les portes et mon mari est arrivé et là je me suis effondrée. J’ai hurlé que je voulais mourir. Que cette douleur n’était plus supportable. Je ne comprenais plus pourquoi la vie s’acharnait autant sur moi!La veille de ce négatif j’ai vu la cousine de mon mari qui avait un bébé, j’ai mangé chez mon frère et j’ai assisté à un apéro familial. Pas une larme versée. Personne n’a rien vu. Faire semblant c’était ma spécialité. Et pourtant j’avais tellement mal. Je me sentais vide. Comme si plus rien n’importait.Alors voilà comment je suis arrivée à ce cours de yoga. Après des semaines de larmes de cauchemars de nonchalance, j’ai choisi d’aller voir cette dame. Après un exercice qui me semblait totalement désuet de sens j’ai du « remercier mon bas ventre » de quelque chose qu’il avait fait pour moi.Alors entre la malformation utérine et ce corps qui ne parvenait pas à me donner ce que je souhaitais je ne savais de quoi le remercier.Après un temps d’attente je me suis effondrée. J’ai pleuré comme je n’avais jamais pleuré. Impossible de m’arrêter. J’en voulais à une partie de mon corps qui avait finalement fait comme tout le reste supporter les traitements.Après cette séance je me suis relevée. Et j’ai avancé. J’ai accepté d’avoir mal, accepté que parfois ça ne marchait pas comme prévu.J’ai aussi accepté de montrer ma souffrance à plus de monde ( surtout des amis très proches).Et j’ai parlé de mon parcours. J’ai raconté mon histoire. Oui j’avais eu un cancer et oui j’étais stérile mais ma vie ne se résumait pas qu’à cela. J’étais aussi une enseignante investie une femme amoureuse et en bonne santé j’avais des amies des proches et l’envie de vivre.Je sais ô combien ce parcours est dévastateur. Moralement physiquement émotionnellement et pour le couple. Mais toutes ces choses sont aussi celles qui vous sauveront qui vous aideront et qui vous amèneront au bout.J’ai finalement trouvé la gynécologue qu’il me fallait et je suis partie à l’étranger.J’ai eu mon bébé et je suis aujourd’hui enceinte naturellement d’un cadeau de la vie.Je suis passée par des émotions qui sont aujourd’hui les votres. J’ai vécu votre incertitude votre désarroi et votre peine. Ne vous forcez pas à aller où vous n’avez pas envie. N’hésitez pas à demander d’autres avis et surtout écoutez vous et faites vous confiance.J’espère que cela vous aidera un peu.Bonne nuit à toutes.Ce message date mais je rebondis quand même dessus car tu décris si bien la détresse et le gouffre de la stérilité que je me suis reconnue. Pour moi ce n'est ""que"" de l'infertilité suite a une GEU et une infection très jeune mais je l'ai vécu comme une stérilité car les médecins ne m'avaient pas renseigné sur mes possibilités d'avoir un enfant et que je n'étais moi même pas très au fait de la PMA si jeune.Ton témoignage et poignant et le plus magique c'est at signature et ce petit squatteur qui s'est invité dans ton utérus.Je mets un terme à mon parcours PMA, je suis l'heureuse maman d'une petite fille et je n'ai plus la force de continuer bien qu'il me reste encore un peu de temps auprès de la sécu. Mon parcours m'a épuisé et mon couple ne va plus.Cela m'a fait du bien de lire ces pages sur la fin du parcours. Difficile de tourner la page. Je me suis oublié dans mon parcours, je veux dire par là que j'ai mis beaucoup de choses de coté et que maintenant je dois me retrouver autrement qu'en maman (même si c'est le soleil de ma vie)"
pmatracas,2022-08-16T19:05:04+00:00,"Bonjour,Je rejoins cette discussion bien qu’elle date un peu.Nous avons eu l’immense joie de devenir parents en 2020. Après une fin de grossesse très compliquée où mon fils et moi avons failli perdre la vie.Deux ans après, nous avons transféré notre dernier embryon début août et le résultat s’est avéré négatif.Mon mari ne souhaite plus reprendre la PMA et je me décide aussi à arrêter.Comment avez vous fait pour passer cette étape? Je mesure la chance qu’on a d’avoir eu un enfant mais il s’agit maintenant pour moi de faire le deuil d’un deuxième enfant. Et d’accepter de ne plus jamais être enceinte.  Comment aller de l’avant?"
lili629,2022-08-19T10:43:26+00:00,Bonjour Pmatracas.Bien que tu sois maman d’une petite merveille cela n’amoindrit pas ton envie d’un second. Et le fait de finir la PMA est un pas difficile et une décision lourde.Je pense qu’il est important de se construire des projets pour aller de l’avant et “passer à autre chose”. Faire des projets personnels de couples et familiaux.Bises
lili629,2023-03-09T06:36:52+00:00,"Bonjour Bebe2espoirLa PMA est un parcours difficile où les émotions que l’on ressentAs tu songe à faire une petite pause histoire de te retrouver ?Peut être as tu besoin de te faire accompagner par une psy spécialisée ou un hypnotherapeute?Quand tu dis que tu deviens aigrie et agressive c’est par rapport à quoi?On a toutes un moment ou on en veut à la terre entière de vivre ce parcours. C’est difficile, mouvementé et éprouvant donc c’est légitime.N’hésite pas au besoin."
Cara,2024-06-10T12:15:13+00:00,"Bonjour à toutes,J'ai récemment découvert les bienfaits du Hatha Yoga traditionnel et cela m'a fait réfléchir sur son potentiel impact positif pour celles qui traversent un parcours de PMA. Je me demande si certaines d'entre vous ont déjà essayé d'intégrer le yoga dans leur routine pour gérer le stress et améliorer leur bien-être pendant ce parcours souvent éprouvant. Pensez-vous que cela pourrait réellement faire une différence ? Vos expériences et avis seraient grandement appréciés !"
MimiMango,2021-04-24T11:15:23+00:00,"Hello hello,Alors voilà, pour résumer les choses, autant quelques jours après la première stim notre sexualité a connu une période pleine de sensualité et de vitalité, autant après la seconde, c'est-la-mort... Habituellement, je suis assez demandeuse, mais en ce moment, je me sens si desséchée-fanée de l'intérieur, que ma libido est plus basse qu'elle n'a jamais étépour vous dire : j'ai pour seul désire celui qu'on ne me touche pas... Avec mon conjoint nous pouvons en parler sans problème, il peut (essayer de) comprendre ce que je vis, mais le pauvre ne peut absolument rien faire, mis à part se montrer tendre et patient, de mon côté je ne sais pas quoi faire non plus (d'où ma présence ici). Comme j'ai peu d'expérience en PMA, je ne sais pas si cette période risque de s'éterniser... Du coup je me laisse entraînée dans des anticipations anxieuses foireuses à l'occasion desquelles je me dis qu'à la longue, ça pourrait signer la fin de notre vie sexuelle, voire pire, la fin du couple. Je dramatise peut être un peu, mais je sens bien qu'il ne va pas falloir que ça dure des lustres...Est ce que certaines d'entre vous sont déjà passées par là ? Est ce que c'est normal ? Jusqu'où cela vous a mené? Et jusqu'où cela a mené votre couple ? Qu'avez vous fait pour y remédier ?D'avance, merci de vos réponses"
Loulounette,2021-04-24T12:45:51+00:00,"Hello, alors clairement PMA et libido ne font pas bon ménage, mais je pense que c’est commun à tout le monde!Beaucoup de traitements déjà très font naturellement baisser la libido d’une part. Sans parler du côté non glamour par exemple les ovules de progestérone. Et puis c’est quand même super stressant comme moment.Je crois qu’il faut accepter que c’est une épreuve pour le couple et que c’est normal d’avoir une libido en berne, mais ce n’est pas la priorité et c’est ok.Lors des périodes sans essais on arrivait à se retrouver, mais moins qu’avant c’est certain. Je suis enceinte donc ça change aussi beaucoup la dynamique, mais j’espère qu’on retrouvera une sexualité plus cool après.Une chose qui m’avait aidée pendant le parcours est de complètement arrêter de calculer les périodes d’ovulation etc. Je m’étais en gros faite une raison que ça n’allait pas marcher naturellement, et ça enlève beaucoup de pressions. Donc c’est plus cool.Bon courage pour votre parcours"
Lore,2024-05-03T09:58:37+00:00,"Coucou les filles,Ca me rassure de voir ce sujet ici... car je commençais à me demandais si c'était normal que je traverse cette situation. Nous avons fait notre 1ère FIV, qui n'a pas fonctionné car aucun embryon n'a été transférable. Depuis le début du protocole environ, ma libido est en chute libre avec vraiment 0 envie, pas envie qu'on me touche sauf pour de la tendresse. Mon conjoint est compréhensif mais cela est tout de même perturbant et j'ai peur que cela dure longtemps. Je me sens mal à lui dire non casi tout le temps alors qu'avant tout ça nous avions des rapports très souventEst ce que certaines ont le même vécu? Ou pour celles qui ont plus d'expérience dans le parcours PMA, est ce que cela revient vite? Des conseils?"
Shemsy,2018-09-04T23:23:49+00:00,"Bonsoir Pauline,Tu nous tiendras au courant de ton rdv jeudi?Tu seras fixée sur quand reprendre la PMA, je suis sure que ça va t'aider à avancer.C'est bien que ton cycle soit rapidement revenu.C'est que ca se remet en ordre dans ton corps !Moi apres une 15aine de jours de saignement mon cycle avait mis 2 mois et demi à revenir.Bonne nuit"
